Job Title,Company Name,Rating,Job Description,size,founded,type,industry,sector,revenue,salary,job_state,python,java,javascript,sql,excel,spark,aws,azure,job_simp,seniority,desc_len
Jr Data Analyst - Quantitative Research,SEIU 775 Benefits Group,2.9,"Who We Are:
SEIU 775 Benefits Group’s mission is to improve the skills, health and stability of the caregiver workforce through innovation and high-quality benefits and programs.
We partner with workers, employers and industry stakeholders to collectively solve workforce problems through innovation, creativity and an evidence-based approach. Together, we deliver high-quality benefits and services to support a growing caregiver workforce.
We are a nonprofit – passionate about revolutionizing the future of in-home care, and are looking for others to join our smart, collaborative and kind team.
The Details:
Location: Headquartered in Downtown Seattle, remote work possible from AZ, CA, CO, FL, OR, VA, WA
Work Schedule: Our typical business hours are 8:30-5:00 Monday-Friday.
Travel Requirements: Up to 10%
Category: Full-Time, FLSA Exempt, Regular, Union
Physical Requirements: Must be able to work on a computer screen for long periods of the day.",51 to 200 Employees,2008,Nonprofit Organization,Education & Training Services,Education,Unknown / Non-Applicable,93597,WA,0,0,0,0,0,0,0,0,analyst,jr,954
2022 Graduate Fellow Data Science Co-op,Merck,4.1,"Job Description
New hires in office-based roles in the US & Puerto Rico will be required, subject to applicable law, to demonstrate that they have been fully vaccinated for COVID-19 or qualify for a medical or religious exemption to this vaccination requirement that can be accommodated without an undue burden to the operation. However, subject to applicable law, employees working in roles that the Company determines require routine collaboration with external stakeholders, such as employees in customer facing commercial or research-based roles, will be required to be fully vaccinated as a condition of employment.
The Future Talent Program features Cooperative (Co-op) education that lasts up to 6 months and will include one or more projects. These opportunities in our Human Health Division. can provide you with great development and a chance to see if we are the right company for your long-term goals.



Intern/Co-op (Fixed Term)
Domestic
Yes
4",10000+ Employees,1891,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),83375,PA,0,0,0,0,0,0,0,0,na,na,957
"Marketing Technology Data Engineer (Open to remote work, except the following locations: SD, VT, and WV)",Converse,4.1,"Become part of the Converse Team
Converse is a place to explore potential, break barriers and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At Converse, it’s about each person bringing skills and passion to a challenging and constantly evolving world to make things better as a team.
We Need Someone Who Speaks Computer
Computers have their own language. Which most of us don’t speak. But you do. And we need your fluency. Let’s face it. The modern world is shackled to computers so we need experts like yourself to keep us running. So come join our crew. You don’t have to call yourself The Computer Whisperer but we might.",1001 to 5000 Employees,1908,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),115000,MA,0,0,0,0,0,0,0,0,data engineer,na,803
Research and Development Engineer - Data Science,Penn State University,4.2,"JOB DESCRIPTION AND POSITION REQUIREMENTS:
We are seeking a Research and Development Engineer to join our Visual Analytics Department in the Applied Research Laboratory (ARL) at Penn State University. This position will investigate and evaluate scientific theories and engineering principles, perform full cycle engineering product development, and conduct experiments and tests in collaboration with other data scientists and engineers.
You will :
Contribute to the design, development, implementation, and analysis of data science, AI, and ML products, systems and subsystems
Investigate and evaluate practical applicability of data science and AI/ML techniques in the development and improvement of various engineering systems",10000+ Employees,1855,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),115000,FL,0,0,0,0,0,0,0,0,na,na,729
Data Science Associate,VentureWell,3.8,"Join a growing team of data professionals who are committed to using data science for good. As a Data Science Associate at VentureWell, you will play a key role in data collection and outcomes tracking to help mission driven leaders visualize their impact in addressing the world's most intractable challenges related to entrepreneurship and innovation in technology and sciences. We are looking for a colleague who is energized by supporting our data stewardship and management efforts enabling our organization to use data for decision making.
To be successful in this role you must enjoy working collaboratively, thinking strategically and creatively, and have the ability to make clear connections between your work and equity and justice in the implementation of our programs. You also enjoy tracking metrics, stewarding data, and continuing to stay abreast of the latest in data science. This role is an integral part of a team that prioritizes learning and experimentation, along with opportunities to evolve and grow into a specialization of interest. Our new Data Science Associate will report to our Director of Data Systems.",1 to 50 Employees,Company - Public,Civic & Social Services,Nonprofit & NGO,$5 to $10 million (USD),-1,73397,MA,0,0,0,0,0,0,0,0,na,na,1135
Applied Machine Learning Scientist,Penguin Random House LLC,3.9,"Penguin Random House is the leading adult and children's publishing house in North America, the United Kingdom, and many other regions worldwide. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. With the proliferation of data and the fast-changing dynamics within the publishing industry, data science and AI tools are vital to our business.

The Data Science team at Penguin Random House is seeking an Applied Machine Learning Scientist. We are an agile team of data scientists and software engineers. Data science at PRH truly runs the gamut, encompassing pricing systems, sales forecasting recommender/personalization systems, title segmentation, supply chain, ad-hoc analysis, and data exploration. The data science team is drawn from various disciplines and backgrounds; the group is well resourced and supported by data warehousing/engineering and DevOps functions.",1001 to 5000 Employees,2013,Company - Private,Publishing,Media & Communication,$1 to $2 billion (USD),89037,NY,0,0,0,0,1,0,0,0,mle,na,1081
Data Scientist I,Memorial Sloan Kettering Cancer Center,4.0,"Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.

In compliance with applicable New York and New Jersey State regulatory authorities, COVID-19 vaccination (2 doses of either the Pfizer or Moderna vaccine or one dose of the Johnson & Johnson vaccine) is mandatory for all MSK employees, contingent workers, and volunteers. Exceptions are permitted for those employees who request and receive an approved medical or fully remote exemption.

Staff working at a MSK New Jersey location must be up to date with COVID-19 vaccination, which includes having completed the primary COVID-19 vaccination series and booster once eligible as mandated by New Jersey State. All New Jersey staff not yet eligible for a booster must receive a booster within 3 weeks of becoming eligible as a condition of continued employment at MSK.

Job Description:




Closing:",10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),101786,NY,0,0,0,0,1,0,0,0,data scientist,na,1151
Data Science Associate (Remote),pulseData,5.0,"pulseData is changing the way healthcare data is utilized within major healthcare sectors. As a series A health-tech startup, we provide the insights necessary for medical staff to understand who has and is at risk of major chronic illnesses. We have rooted ourselves within the Kidney space, and have the capabilities of bringing our approach to many more patient populations given our capabilities.

We recently raised $16.5M in our series A and are growing fast. This means we are onboarding brilliant people and providing endless areas for our employees to grow their careers. We believe in trust and transparency, and enjoy a remote friendly working environment that promotes collaboration and diversity.
The Role:
In your role as a Data Science Associate, you will use machine learning to deliver insightful and actionable intelligence and predictive solutions to our team to improve Healthcare growth in our business. You will gain experience understanding healthcare and developing data driven solutions to improve care delivery, while working closely with other team members of our Data Science and engineering team to deliver value to our business partners. Aside from supporting our data science model creation and data teams, you'll also assist the product team with growth opportunities.",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,49680,NY,0,0,0,0,0,0,0,0,na,na,1300
Data Science Fellow,Learning Ally,3.6,"Data Science Fellow
Learning Ally is a leading nonprofit education solutions organization that transforms the lives of struggling learners by delivering proven literacy solutions that help students reach their potential. Our mission is to radically change education, transforming the lives of children by providing reading interventions and solutions to help them succeed academically, build self-confidence, and thrive in school and beyond. In the US, 65% of fourth graders read below proficiency and are 400% more likely to drop-out of high school. For most “at risk” students (students of color, low income, English Language Learners and students with learning disabilities) the problem is even more acute.
Learning Ally seeks to break this cycle. With early student assessment, intervention and accommodation and professional development for educators, Learning Ally can identify and prevent learning issues by working with schools and educators to support new and struggling readers. Our solutions build a strong foundation for independent, engaged learners who are empowered to achieve socially, emotionally, and academically, regardless of background or learning difference.",201 to 500 Employees,1948,Nonprofit Organization,Primary & Secondary Schools,Education,$10 to $25 million (USD),49680,Remote,0,0,0,0,0,0,0,0,na,na,1181
FAST Data Science Associate,"JPMorgan Chase Bank, N.A.",3.7,"The newly formed CCB Data & Analytics team is the engine that powers Chase with insights that are used to create competitive advantages for our business, with an emphasis on creating value for our customers.

Unifying data and analytics talent across Chase, the team encompasses a variety of Data & Analytics disciplines, from data governance and data strategy/partnerships, to reporting, data science and machine learning. You will partner closely with our technology partners, leveraging the cutting edge data and analytics infrastructure they have constructed to ensure front-line impact through transformational projects across sales and marketing.

Within the broader CCB Data & Analytics team, the CCB Focused Analytics Solutions Team (FAST) is responsible for working across CCB to develop and execute actionable data science and analytical solutions.

The team leverages Big Data in a consulting-style environment that places a premium on creative problem solving and client interaction, working on a wide range of strategic, highly visible projects with internal clients, including: Consumer Banking, Home Lending, Card Services, Business Banking and Auto Finance.



As a Data Science Associate you will make a meaningful impact by:



We're looking for highly-motivated team players with a passion for applied data science and with the initiative and insight to develop innovative analytic solutions

Key Qualifications:

Desirable Skills:",Unknown,1799,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,85934,TX,0,0,0,0,0,0,0,0,na,na,1450
STATISTICAL ASSISTANT,UTOFUN,4.1,"Overview
The UTOFUN is the leading internet source of analysis on Economy & US Real Estate and one stop real estate information platform. We deliver our information through a range of formats, from Website and Social Platforms to conferences and electronic services. In this position, not only you can experience most fast-growing business but also data- & tech-driven online platform.

We are recruiting statistical assistant in New York team.

Location at Midtown Manhattan, New York.
Job Duty
The following job duties are including but not limited to ….

Assist in compute and analyze real estate and economic data by statistical/quantitative formula and model.

Maintain and enter a large dataset of real estate, economic data, and verify data integrity.

Compile reports, charts, or graphs that describe and interpret findings of analysis into the production of periodic research papers/documents.

Assist in participating in the publication of data or information and communicating with clients, policymakers, and media reporters.
No working experience is required

Must have at least Bachelor degree in Economics, Statistics, Math or other related fields.

Resume email to utofun@utofun.com
Location: New York City",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,37070,MNY,0,0,0,0,0,0,0,0,na,na,1221
decision scientist (multiple openings) - Remote,Starbucks,3.8,"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 23, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),67515,WA,0,0,0,0,0,0,0,0,na,na,174
Data Scientist II - AI/ML,Novo Nordisk,4.2,"About the Department
Are you enthusiastic about driving the design of next generation healthcare solutions that will change the life of patients with diabetes and other serious chronic diseases? Do you want to be on the cutting edge of science to discover novel therapies and delivery technologies that patients both need and want?
The Novo Nordisk research center Seattle serves as the foundation of the Novo Nordisk U.S. research and development efforts for diabetes, obesity, liver disease and other therapeutic areas. In addition to discovering new therapies and technologies, our dynamic team of scientists and engineers lead an aspirational charge to pioneer scientific breakthroughs that have the potential to prevent and ultimately cure chronic disease. It is where science and technology intersect, and a vision can become a clinical reality. Are you ready to make a difference? Then join us as we drive change to defeat chronic disease.
Who we are?
The AI and Analytics Team is part of Novo Nordisk’s Data Science division, where we apply sophisticated algorithms and machine learning techniques to some of the hardest problems in the discovery and development of new healthcare solutions. By leveraging a blend of scientific, problem-solving, and quantitative skills, we provide superior data insights that empower Novo Nordisk to further develop and deliver life-changing treatments. We work in multidisciplinary teams with strong collaboration across all areas of the organization and engage in external collaborations to ensure access to cutting edge research and technology.
We believe in the value of a diverse and inclusive culture. Together, we build and grow talent to ensure the development of new solutions. The team is comprised of collaborative, diverse and passionate people who have a true sense of pride in their work. We are committed to helping each other grow, and we are driven by the opportunity to make a difference in the lives of people living with chronic disease. Everything we do starts and ends with the patient. And, while changing the future of chronic disease treatment, such as diabetes and obesity, is no easy task, we also recognize the importance of an enjoyable workplace, which is why we’ve cultivated a culture of fun, ingenuity, and innovation. Our competitive compensation package and support of a healthy work-life balance all add to a best-in-class employee experience.",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),106475,WA,0,0,0,0,0,0,0,0,data scientist,na,2421
Junior AI/ML Software Developer,Paradyme Management,3.6,"Overview:
Paradyme Management is a rapidly growing government technology leader that puts service first, for its customers, its team and the communities it supports. Paradyme harnesses DevSecOps and Agile development processes to deliver exceptional results for digital transformations. With headquarters office in Tysons Corner, VA, Paradyme’s award-winning culture sets it apart through its team’s deep commitment to service and collaboration with its customers, each other and the community. Learn more at www.paradymemanagement.com.
Responsibilities:

Paradyme has partnered with an industry leader in enterprise Artificial Intelligence software and is seeking a talented Junior AI/ML Software Developer to help deliver solutions to our customers. Together we’re accelerating our client’s digital transformation through the building and deployment of data-driven, scalable AI solutions.

The Junior AI/ML Software Developer will work alongside a team of highly skilled engineers in the development of AI applications. A motivated and qualified candidate will not only have hands on development experience in (JavaScript, Python or Java) but also a willingness to collaborate with teams to solve problems.




EEO Statement:",51 to 200 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD),97401,DC,1,1,1,0,0,0,0,0,na,jr,1227
Data Scientist,Stitch Fix,3.2,"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths, but believe we only win as a team. We’re transforming the way people find what they love - and we need your big ideas. We just might be the perfect fit.
ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven data science culture where members are empowered to deliver impact through end-to-end model development. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. As a $2B+ company, our growing business is looking for data scientists to join us in the revolutionization of retail.
ABOUT THE ROLE
This is a full-stack data scientist role where you will get to work closely with stakeholders to identify impactful problems and build algorithmic solutions. Cross-functional collaboration is deeply meaningful to us and is how we’ve built up immense trust with our partners in Strategy, Product, Merchandising, Styling, Marketing, Engineering, Finance and Operations. You'll have the opportunity to bring your ideas to life by building on a foundation of strong business support, clear vision, engaged internal users, and bright, kind teammates.",10000+ Employees,2011,Company - Public,Other Retail Stores,Retail & Wholesale,$2 to $5 billion (USD),97401,Remote,0,0,0,0,0,0,0,0,data scientist,na,1544
Data Scientist,Weyerhaeuser,4.0,"Description
You are energized by developing and evaluating long-term strategic options and business objectives in a large and dynamic renewable natural resource-based organization. You are skilled at identifying, analyzing, and monitoring global and regional trends that affect business trajectories and opportunities, and incorporating data from a variety of quantitative and qualitative sources to do so. You have a high attention to detail but are good at seeing the big picture and aren’t afraid to think outside the box, and then champion your ideas. You have experience articulating opportunity, creating, and successfully managing projects that support the strategic growth of an organization. You are effective at communicating timely and relevant information to business leaders and internal partners. You are passionate about the sustainable role of forests in providing a comprehensive set of goods and services to society, by acquiring in depth understanding achieved through advanced large-scale analysis.
This role will provide analytical support for the company’s best-in-class portfolio analytics technology platform that leverages earth observation data together with geo-spatial biological and physical data, business data, and market information to develop strategic planning tools and recommendations. The successful candidate must be proficient using large data sets to answer complex business questions in an automated fashion across multiple geographies. The position is part of the Portfolio Analytics & Business Development Team and will be located in Seattle, WA or Atlanta, GA.",5001 to 10000 Employees,1900,Company - Public,Wood & Paper Manufacturing,Manufacturing,$5 to $10 billion (USD),99627,WA,0,0,0,0,0,0,0,0,data scientist,na,1604
"Data Scientist, Spotify For Artists",Spotify,4.2,"Data, Research & Insights
Data Science
Spotify for Artists is the destination for artists and their teams to understand their fans and reach their goals. We give artists the insights and tools they need to connect with their fans and establish a meaningful career on their own terms.
Location
New York or Remote Americas
Job type
Permanent",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,106932,NY,0,0,0,0,0,0,0,0,data scientist,na,339
Junior Data Labeler,Deloitte,4.0,"Junior Data Labeler

In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Junior Data Labeler will be focused on annotating tasks and delivering high quality results by following a variety of instructions.

The best candidate for this role will be:







Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),67245,VA,0,0,0,0,0,0,0,0,na,jr,1899
Graduate Data Scientist - Role Can be Remote,MARS,4.2,"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),97271,TN,0,0,0,0,0,0,0,0,data scientist,na,1292
Data Science Trainee,Axle Informatics,3.0,"Overview:
Axle Informatics is a bioinformatics and information technology company that offers innovative computer services, informatics, and enterprise solutions to research centers and healthcare organizations around the globe. With experts in software engineering, bioinformatics and program management, we focus on developing and applying technology tools and techniques to empower decision-making and accelerate the discovery in translational research. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of health (NIH).

Overview
Axle is seeking a highly ambitious, adaptable, structured, and detail oriented Data Science Trainee to join our vibrant team.

Responsibilities",1 to 50 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),87202,MD,0,0,0,0,0,0,0,0,na,na,766
"Junior Researcher, Data Science",Paliwoda Group,-1.0,"Paliwoda Labs is looking for Junior Researchers to join our Data team: Students in Data Science who contribute to the work we do in large-scale data analysis and visualization, while enhancing their own academic skills and competencies within themes that suit their interests; and who may eventually move to technical or co-founder roles within our Ventures portfolio companies — projects they helped to grow.

Junior Researchers are assigned to projects in the Data Lab under the expert direct supervision of researchers already working with founders from the Ventures portfolio. Expect deep involvement in many aspects of each startup you are supporting to better understand business challenges, and to offer applicable technical solutions with a lean mindset that guides them through their growth and development.
Location: USA — New York City
Primary Responsibilities:





Paliwoda Labs is our incubator for bold experimentation and innovation, with a focus on practical applications that help startups attract investment capital. We partner with entrepreneurs to nurture their ideas at early stages; offering technical assistance to demonstrate initial viability, and mentorship to align the strategic vision of founders with paths toward monetization and profitability. The Data Lab practice provides a diverse range of expertise for crafting data-centric applications that create value in the ""real world"" through data analysis and visualization, and innovative storytelling.",-1,-1,-1,-1,-1,-1,87202,NY,0,0,0,0,0,0,0,0,na,jr,1483
Data Scientist (Junior),BDSA,1.4,"Job Summary: The Analytics team empowers BDSA through the development of syndicated market research products based on various datasets. As a Junior Data Scientist, you will work on highly complex projects supporting the Product and Professional Services teams with data wrangling, data cleaning, and data reporting tools and techniques.
Your day-to-day activities will involve using heterogeneous datasets to derive insights and automation. For example, combining public weather data with proprietary sales data to identify trends and build forecasts, or using ML/AI tools to parse large datasets and deduplicate data.
QC/QA processes are critical elements of this work and you will spend substantial time automating and managing automated QC/QA systems. The datasets grow substantially day by day and automation of the QC/QA environment is a top priority.
This is a fast-paced environment with a variety of challenges, many of which are driven by external factors. If you're excited to work on new projects, constantly find ways to overcome obstacles, and find joy in solving problems than this may be the job for you. As a junior data scientist, you'll work under the direction of senior team members and be expected to rapidly learn new tools and techniques. While work will be guided by more seasoned team members, your intellect, technical skills, and creativity will be highly valued and there is room for advancement.",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,100000,CO,0,0,0,0,0,0,0,0,data scientist,jr,1424
"Data Science, Product Analytics",Microsoft,4.4,"Are you a Data Scientist with a passion for collaborating with Engineers, Product Managers, and other Data Scientists?

We’re looking for someone to join our team of Data Scientists and Technical Program Managers who are focused on driving product growth for the Developer Division. Your efforts will help the organization get more information and insights out of the data produced by our products and experiences.

We expect that you have experience or are interested in doing deep analysis to help us improve our products and experiences for developers. This includes customer journey analysis and statistical modeling to identify factors that are correlated with successful or adverse user outcomes.

You will be working on growing products made in our Developer Division that are used by millions of developers worldwide. According to the 2021 Stack Overflow developer survey, Visual Studio and Visual Studio Code are the leading IDEs used by developers, used by more than 30% and 70% respectively. Our Azure cloud platform is used by more than 30% of developers, with .NET as the most loved framework. We’re constantly striving to learn the needs of developers, how they work and what frustrates them, and how we can help them be more productive. Delighting and retaining developers who use Azure with our tools and services is our core mission.",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),124486,WA,0,0,0,0,0,0,0,1,na,na,1350
Junior Data Scientist,JCPenney,3.4,"Location: Plano, TX, United States -
Job ID: 1109493
Corporate Positions
Technology
Job Type: Full-Time
Date Updated: Jun 16, 2022
Junior Data Scientist

We are looking for Junior Data Scientist to join our growing Digital team focused on building transformational capabilities to support our 120-year-old brand. Under direct supervision of the Distinguished Data Scientist, this position will assist in data mining and optimization techniques to build and tune models to deliver long-term data science solutions.







We offer a competitive benefits package including medical/dental/vision, term life insurance, paid vacation/holidays, 401(k) Savings Plan with company match, and an associate discount on JCPenney merchandise.



JCPenney is the shopping destination for diverse, working American families. With inclusivity at its core, the Company's product assortment meets customers' everyday needs and helps them commemorate every special occasion with style, quality and value. JCPenney offers a broad portfolio of fashion, apparel, home, beauty and jewelry from national and private brands and provides personal services including salon, portrait and optical. The Company and its 50,000 associates worldwide serve customers where, when and how they want to shop - from jcp.com to more than 650 stores in the U.S. and Puerto Rico. In 2022, JCPenney celebrates 120 years as an iconic American brand by continuing its legacy of connecting with customers through shopping and community engagement. Please visit JCPenney's Newsroom to learn more and follow JCPenney on Facebook, Instagram, Twitter and LinkedIn.

For more opportunities to join our team please visit our careers page.",10000+ Employees,1902,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $2 billion (USD),77587,TX,0,0,0,0,0,0,0,0,data scientist,jr,1687
"Front End Engineer, MADS- Measurement and Data Science",Amazon.com Services LLC,3.8,"Professional non-internship experience with front end, web or mobile software development using JavaScript, HTML and CSS
Job summary
Front End Engineer- AMC

About the role

We are looking for an engineer who is excited about solving challenging engineering problems, has a proven track record of building web applications and has the ability to support highly available systems. In this role you will partner with product leaders and business partners to design, implement and launch new features that enable advertisers to build, manage and serve innovative ads that speak to their customers. The right candidate will possess strong technical skills, can dive deep with demonstrated experience in leading projects and is able to mentor junior team members. There is lots of opportunity for growth in this role as the team is expanding and needs engineers who are motivated to constantly improve technical strategy, operational efforts and development life cycle.

Enjoy innovating on behalf of customers, simplifying complex problems and tackling tough design challenges? Come be part of this energetic, bright, and fun-loving team!

The pay range for this position in Colorado is $93,800/yr; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon’s internal or external careers site.

#sspajobs

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),93800,CO,0,1,1,0,0,0,0,0,na,na,2108
Student Employee - Data Science,Electric Power Research Institute,5.0,"Job Title:
Student Employee - Data Science
Location:
Charlotte, NC
Job Summary and Description:
This role is primarily related to Data Science, so degree programs focused on scientific disciplines in this area are preferred.
Candidates will support subject matter experts and data scientists in a variety of data analysis tasks that may include: literature review; data review and preparation; model development and implementation; and model results review and assessment.
This opportunity will require the candidate to be in a degree program that is focused on engineering or scientific disciplines. These include, but are not limited to:",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1,75720,NC,0,0,0,0,0,0,0,0,na,na,639
Jr. Data Scientist,Net2Aspire LLC,-1.0," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.
 Design, develop, evaluate, and release highly innovative models elevate the customer experience and track impact over time",-1,-1,-1,-1,-1,-1,82500,Remote,0,0,0,0,0,0,0,0,data scientist,jr,855
"CO-OP, DATA SCIENCE",PUMA,4.0,"INTERNS
CO-OP, DATA SCIENCE
Somerville, Massachusetts, United States of America

SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy and all genders are welcome. Simply click APPLY ONLINE and follow the steps to upload your application.
YOUR MISSION",10000+ Employees,1948,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 million (USD),105886,MA,0,0,0,0,0,0,0,0,na,na,494
Applied Researcher,Microsoft,4.4,"Our team in Microsoft Azure AI is working on cutting-edge NLP and Deep Learning models to power Microsoft AI products and build it as a service to serve many internal and external applications. The team focuses on applying deep learning techniques to solve AI problems such as Natural Language to Code, efficient adaptation of large-scale language models, Question Answering on structured data, such as the No-code low-code AI models in Power Platform, the copilot project via the collaboration with Github, as well as applying large scale models such as GPT-3 & Dall-E 2, and reinforcement learning for various exciting products and AI service.

We are a hybrid team at the intersection of applied research and product, with positions ranging from researchers and applied scientists to software engineers. Our team has the flexibility to tackle challenging and exciting research problems that are highly related to product requirements. For this position, we are hiring for the NL and Code project for copilot project, or the no-code AI model project for Power Platform and other exciting NLAndCode and Safety projects to improve its model quality, as well as the large language model adaptation project and reinforcement learning to advance our research in this area.",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),117794,WA,0,0,0,0,0,0,0,1,na,na,1269
2022 Graduate Fellow Data Science Co-op,Merck,4.1,"Job Description
New hires in office-based roles in the US & Puerto Rico will be required, subject to applicable law, to demonstrate that they have been fully vaccinated for COVID-19 or qualify for a medical or religious exemption to this vaccination requirement that can be accommodated without an undue burden to the operation. However, subject to applicable law, employees working in roles that the Company determines require routine collaboration with external stakeholders, such as employees in customer facing commercial or research-based roles, will be required to be fully vaccinated as a condition of employment.
The Future Talent Program features Cooperative (Co-op) education that lasts up to 6 months and will include one or more projects. These opportunities in our Human Health Division. can provide you with great development and a chance to see if we are the right company for your long-term goals.



Intern/Co-op (Fixed Term)
Domestic
Yes
4",10000+ Employees,1891,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),83375,PA,0,0,0,0,0,0,0,0,na,na,957
